Tempo_unidade_s,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Posicao_do_pedal_do_acelerador_unidade_%,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.025,0.000,79.985,17.446,0.000,0.000,0.000,7.000,480.000,84.000,27.000,40.000,1615.398,76.944
0.5,0.025,0.000,48.565,18.787,0.000,0.000,0.000,6.000,480.000,84.000,27.000,40.000,1549.500,73.838
0.5,0.015,0.000,36.885,19.305,0.000,0.000,0.000,5.000,480.000,84.000,27.000,40.000,1475.192,70.269
0.5,0.025,0.000,31.075,19.637,0.000,0.000,0.000,4.000,480.000,84.000,27.000,40.000,1443.383,68.724
0.5,0.015,0.000,27.375,19.843,0.000,0.000,0.000,4.000,480.000,84.000,27.000,40.000,1403.610,66.878
0.5,0.020,0.000,25.775,20.000,0.000,0.000,1.880,4.000,480.000,84.000,27.000,40.500,1363.803,64.939
0.5,0.020,4.200,23.300,20.100,28.750,20.740,32.460,7.000,480.000,84.000,27.000,41.000,1367.408,64.878
0.5,0.015,10.355,20.505,17.380,59.600,40.160,49.480,21.000,480.000,84.000,27.000,41.000,1388.332,66.028
0.5,0.020,10.900,21.140,11.720,60.400,40.700,48.160,30.000,480.000,84.000,27.000,41.000,1419.315,67.514
0.5,0.015,9.550,35.895,10.530,48.200,32.120,41.120,28.000,480.000,84.000,27.000,41.000,1441.388,68.594
0.5,0.025,9.055,44.825,11.344,46.450,31.460,40.620,22.000,480.000,84.000,27.000,40.000,1460.217,69.458
0.5,0.015,9.285,46.725,12.170,46.500,31.180,40.460,23.000,480.000,83.000,27.000,40.000,1479.750,70.439
0.5,0.025,5.415,47.600,12.219,20.100,12.840,27.860,17.000,480.000,83.000,27.000,40.000,1488.235,70.999
0.5,0.015,0.000,47.885,14.570,0.000,0.000,14.560,7.000,480.000,83.000,27.000,40.000,1491.342,70.989
0.5,0.025,0.000,45.585,17.868,0.000,0.000,14.100,6.000,480.000,83.000,27.000,40.000,1489.505,70.888
0.5,0.015,0.000,39.060,19.031,0.000,0.000,14.400,4.000,480.000,83.000,27.000,40.000,1483.673,70.638
0.5,0.025,0.000,33.130,19.505,0.000,0.040,17.400,4.000,480.000,83.000,27.000,40.000,1477.098,70.308
0.5,0.015,2.140,29.825,19.759,11.400,7.980,24.740,5.000,480.000,83.000,27.000,40.000,1473.735,70.039
0.5,0.020,5.840,26.730,19.518,29.250,20.300,33.240,9.000,480.000,83.000,27.000,40.000,1479.515,70.343
0.5,0.020,7.490,25.095,17.232,34.800,23.520,35.420,14.000,480.000,83.000,27.000,40.000,1488.027,70.814
0.5,0.020,7.580,26.595,15.678,36.400,24.760,36.280,14.000,480.000,83.000,27.000,40.000,1500.505,71.394
0.5,0.015,8.020,28.375,15.290,36.750,24.800,36.520,16.000,480.000,83.000,27.000,40.000,1513.290,72.009
0.5,0.025,7.315,29.310,14.847,34.550,23.400,35.840,15.000,480.000,83.000,27.000,40.000,1523.430,72.478
0.5,0.015,8.585,30.625,14.842,41.500,27.980,39.100,17.000,480.000,83.000,27.000,40.000,1534.500,73.009
0.5,0.025,8.775,31.910,14.567,42.650,28.920,39.980,19.000,480.000,82.000,27.000,40.000,1548.730,73.678
0.5,0.025,10.200,33.740,14.171,50.850,34.020,43.820,23.000,480.000,82.000,27.000,40.000,1564.327,74.428
0.5,0.015,10.165,36.740,13.286,50.550,34.000,44.000,25.000,480.000,83.000,27.000,40.000,1579.220,75.138
0.5,0.020,10.220,43.560,13.065,50.150,33.720,43.640,24.000,480.000,83.000,27.000,40.000,1592.822,75.794
0.5,0.025,10.255,48.705,13.091,48.950,32.720,43.380,23.000,480.000,83.000,27.000,40.000,1606.980,76.463
0.5,0.015,8.940,51.455,13.325,42.100,28.160,40.220,20.000,480.000,83.000,27.000,40.000,1619.505,77.098
0.5,0.025,7.285,53.000,13.969,34.350,23.720,37.280,16.000,480.000,83.000,27.000,40.000,1630.970,77.588
0.5,0.025,9.005,52.850,14.839,43.250,29.280,41.100,18.000,480.000,83.000,27.000,40.000,1643.153,78.189
0.5,0.020,8.070,51.950,14.852,37.300,25.220,38.400,17.000,480.000,83.000,27.000,40.000,1652.722,78.643
0.5,0.015,7.195,52.140,14.928,33.050,22.780,36.680,15.000,480.000,83.000,27.000,40.000,1657.883,78.888
0.5,0.025,6.905,51.260,15.357,30.700,21.000,35.600,14.000,480.000,83.000,27.000,40.000,1662.085,79.098
0.5,0.025,6.370,49.660,15.694,24.800,16.160,29.440,13.000,480.000,83.000,27.000,40.000,1659.955,79.184
0.5,0.020,0.000,47.685,16.286,0.000,0.000,0.000,7.000,480.000,83.000,27.000,40.000,1655.817,78.794
0.5,0.025,0.000,43.220,18.420,0.000,0.000,0.000,6.000,480.000,83.000,27.000,40.000,1644.100,78.263
0.5,0.015,0.000,32.085,19.376,0.000,0.000,0.000,4.000,480.000,83.000,27.000,40.000,1636.220,77.893
0.5,0.025,0.000,23.970,19.739,0.000,0.000,1.740,5.000,480.000,83.000,27.000,40.000,1628.303,77.503
0.5,0.025,0.905,19.975,19.944,6.700,5.120,23.940,6.000,480.000,83.000,27.000,40.000,1626.505,77.258
0.5,0.020,7.030,16.580,19.780,36.250,25.080,38.300,11.000,480.000,83.000,27.000,40.000,1629.162,77.518
0.5,0.025,11.610,14.505,17.234,54.600,36.900,55.720,20.000,480.000,83.000,27.000,40.000,1641.128,78.088
0.5,0.015,11.775,29.130,14.594,54.000,37.000,60.400,24.000,480.000,83.000,27.000,40.000,1660.220,78.988
0.5,0.025,11.955,61.990,14.131,53.350,36.500,60.180,24.000,480.000,83.000,27.000,40.000,1678.567,79.878
0.5,0.020,11.940,79.605,14.089,53.000,36.520,59.660,24.000,480.000,83.000,27.000,40.000,1689.133,80.398
0.5,0.025,11.940,90.140,14.086,53.000,37.000,59.600,24.000,480.000,83.000,27.000,40.000,1701.037,80.953
0.5,0.025,12.120,100.275,14.091,53.000,37.000,59.500,23.000,480.000,83.000,27.000,40.000,1713.015,81.523
0.5,0.025,12.320,109.480,14.098,52.550,36.600,59.080,24.000,480.000,83.000,27.000,40.000,1727.890,82.249
0.5,0.020,12.320,116.690,14.106,52.000,36.000,58.800,24.000,480.000,84.000,27.000,40.000,1741.092,82.863
0.5,0.025,12.320,126.285,14.113,52.000,36.000,58.260,25.000,480.000,83.000,27.000,40.000,1751.328,83.349
0.5,0.025,12.505,134.190,14.122,51.650,36.000,58.000,25.000,480.000,84.000,27.000,40.000,1763.170,83.918
0.5,0.020,12.490,140.070,14.131,49.500,34.100,50.660,25.000,480.000,84.000,27.000,40.000,1771.845,84.363
0.5,0.025,5.320,145.240,14.381,15.900,10.520,29.140,15.000,480.000,84.000,27.000,40.000,1768.480,84.313
0.5,0.025,0.000,137.145,16.498,0.000,0.000,17.740,8.000,480.000,84.000,27.000,40.000,1768.233,84.138
0.5,0.015,0.325,83.680,18.622,1.600,1.380,21.080,6.000,480.000,84.000,27.000,40.000,1764.825,83.979
0.5,0.020,0.715,45.235,19.291,2.050,1.560,22.800,6.000,480.000,84.000,27.000,40.000,1761.503,83.874
0.5,0.025,0.000,34.685,19.395,0.000,0.000,17.500,5.000,480.000,84.000,27.000,40.000,1757.758,83.653
0.5,0.025,0.000,29.050,19.726,0.000,0.000,15.600,5.000,480.000,84.000,27.000,40.000,1756.760,83.593
0.5,0.025,0.000,22.745,19.982,0.000,0.000,14.320,5.000,480.000,84.000,27.000,40.000,1753.865,83.464
0.5,0.020,0.000,18.205,20.123,0.000,0.000,0.340,4.000,480.000,84.000,27.000,40.000,1755.142,83.534
0.5,0.025,0.000,13.825,20.214,0.000,0.000,0.000,6.000,480.000,84.000,27.000,40.500,1751.075,83.363
0.5,0.025,0.000,11.765,20.277,0.000,0.000,0.000,6.000,480.000,84.000,27.000,41.000,1684.900,80.274
0.5,0.020,0.000,9.925,20.321,0.000,0.000,0.000,4.000,480.000,84.000,27.000,41.000,1638.845,78.019
0.5,0.025,0.000,8.925,20.354,0.000,0.000,0.000,4.000,480.000,84.000,27.000,41.000,1640.025,78.064
0.5,0.025,0.000,7.500,20.379,0.000,0.000,0.000,4.000,480.000,84.000,27.000,41.000,1641.455,78.123
0.5,0.015,0.000,6.525,20.399,0.000,0.000,0.000,4.000,480.000,84.000,27.000,41.000,1644.005,78.253
0.5,0.020,0.000,5.840,20.417,0.000,0.000,0.000,4.000,480.000,84.000,27.000,41.000,1646.565,78.363
0.5,0.025,0.000,5.075,20.430,0.000,0.000,0.000,4.000,480.000,84.000,27.000,41.000,1648.707,78.464
0.5,0.025,0.000,4.500,20.441,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1651.803,78.604
0.5,0.025,0.000,3.900,20.454,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1653.263,78.688
0.5,0.015,0.000,3.675,20.463,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1656.465,78.813
0.5,0.020,0.000,3.400,20.471,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1659.328,78.959
0.5,0.025,0.000,3.150,20.479,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1657.650,78.898
0.5,0.025,0.000,2.900,20.485,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1656.908,78.828
0.5,0.020,0.000,2.950,20.490,0.000,0.000,1.500,4.000,480.000,83.000,27.000,41.000,1658.235,78.908
0.5,0.020,0.000,2.850,20.493,0.000,0.000,3.540,4.000,480.000,83.000,27.000,41.000,1660.858,79.044
0.5,0.020,0.000,2.400,20.498,0.000,0.000,0.080,4.000,480.000,83.000,27.000,41.000,1664.638,79.213
0.5,0.025,0.000,2.400,20.501,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1665.430,79.273
0.5,0.025,0.000,2.400,20.505,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1668.010,79.388
0.5,0.020,0.000,2.400,20.509,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1671.827,79.553
0.5,0.015,0.000,2.400,20.512,0.000,0.000,0.000,4.000,480.000,83.000,27.000,41.000,1671.105,79.554
0.5,0.025,0.000,1.975,20.517,0.000,0.000,0.000,4.000,480.000,82.000,27.000,41.000,1674.725,79.719
0.5,0.025,0.000,1.900,20.521,0.000,0.000,0.000,4.000,480.000,82.000,27.000,41.000,1672.200,79.599
0.5,0.020,0.000,1.900,20.524,0.000,0.000,0.000,2.000,480.000,82.000,27.000,41.000,1672.797,79.624
0.5,0.025,0.000,1.900,20.526,0.000,0.000,0.000,2.000,480.000,82.000,27.000,41.000,1672.058,79.579
0.5,0.025,0.000,1.900,20.529,0.000,0.000,0.000,2.000,480.000,82.000,27.000,40.500,1671.547,79.579
0.5,0.015,0.000,1.900,20.532,0.000,0.000,0.000,2.000,480.000,82.000,27.000,40.000,1670.140,79.478
0.5,0.025,0.000,1.900,20.535,0.000,0.000,0.000,2.000,480.000,82.000,27.000,40.000,1668.297,79.388
0.5,0.020,0.000,1.900,20.536,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.500,1666.370,79.318
0.5,0.025,0.000,2.000,20.539,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1667.347,79.383
0.5,0.025,0.000,1.900,20.541,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1666.505,79.328
0.5,0.020,0.000,1.900,20.544,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1666.640,79.328
0.5,0.020,0.000,1.900,20.547,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1666.957,79.338
0.5,0.020,0.000,1.875,20.550,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1669.072,79.439
0.5,0.025,0.000,1.900,20.552,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1659.180,78.998
0.5,0.025,0.000,1.900,20.554,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1627.298,77.489
0.5,0.020,0.000,1.900,20.557,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1587.787,75.604
0.5,0.015,0.000,1.900,20.559,0.000,0.000,0.000,2.000,480.000,82.000,27.000,39.000,1585.630,75.459
0.5,0.025,0.000,1.900,20.560,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1569.048,74.723
0.5,0.025,0.000,1.900,20.561,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1510.760,71.983
0.5,0.015,0.000,1.475,20.562,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1453.408,69.228
0.5,0.015,0.000,1.400,20.564,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1435.655,68.338
0.5,0.025,0.000,1.500,20.564,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1440.433,68.559
0.5,0.015,0.000,1.400,20.565,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1446.577,68.849
0.5,0.025,0.000,1.400,20.565,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1453.545,69.178
0.5,0.015,0.000,1.400,20.566,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1455.142,69.263
0.5,0.020,0.000,1.400,20.566,0.000,0.000,0.000,1.000,480.000,82.000,27.000,38.000,1460.575,69.544
0.5,0.015,0.000,1.400,20.566,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1455.300,69.279
0.5,0.025,0.000,1.300,20.566,0.000,0.000,0.000,2.000,480.000,82.000,27.000,38.000,1440.985,68.608
0.5,0.015,0.000,1.400,20.566,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1424.912,67.849
0.5,0.015,0.000,1.400,20.566,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1406.182,66.938
0.5,0.025,0.000,1.400,20.566,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1387.188,66.033
0.5,0.015,0.000,1.600,20.566,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1370.308,65.248
0.5,0.015,0.000,1.900,20.565,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1363.340,64.893
0.5,0.025,0.000,1.900,20.564,0.000,0.000,6.560,2.000,480.000,81.000,27.000,38.000,1368.717,65.158
0.5,0.015,4.010,1.900,20.563,25.550,18.600,31.240,4.000,480.000,81.000,27.000,38.000,1390.220,65.948
0.5,0.015,10.555,10.935,18.915,58.700,39.540,69.520,17.000,480.000,81.000,27.000,38.000,1419.883,67.538
0.5,0.025,10.030,250.010,13.284,51.850,34.260,48.780,23.000,480.000,81.000,27.000,38.000,1455.112,69.293
0.5,0.015,1.600,500.835,11.860,2.050,0.820,4.360,9.000,480.000,81.000,27.000,38.000,1462.085,69.733
0.5,0.025,0.000,446.490,15.298,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1471.025,70.024
0.5,0.015,0.000,205.750,18.060,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1473.592,70.143
0.5,0.025,0.000,101.120,19.055,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1478.505,70.358
0.5,0.015,0.000,60.585,19.548,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1478.402,70.369
0.5,0.020,0.000,41.260,19.827,0.000,0.000,0.000,2.000,480.000,81.000,27.000,38.000,1479.110,70.394
0.5,0.020,7.185,31.210,20.044,39.950,27.800,38.040,10.000,480.000,81.000,27.000,38.000,1501.860,71.308
0.5,0.020,7.055,49.875,17.428,36.300,24.840,36.800,11.000,480.000,81.000,27.000,38.000,1520.885,72.314
0.5,0.025,10.455,204.180,15.713,53.700,36.260,56.740,18.000,480.000,81.000,27.000,38.000,1545.035,73.504
0.5,0.015,11.230,326.095,13.474,56.000,38.000,66.760,24.000,480.000,81.000,27.000,38.000,1577.045,75.023
0.5,0.025,11.620,440.760,12.473,55.850,37.860,55.280,25.000,480.000,81.000,27.000,38.000,1606.610,76.458
0.5,0.020,11.070,468.955,12.388,52.800,35.620,46.340,22.000,480.000,81.000,27.000,38.000,1631.390,77.634
0.5,0.020,11.775,472.140,12.619,54.200,37.000,52.480,22.000,480.000,81.000,27.000,38.000,1654.565,78.719
0.5,0.020,11.135,465.860,12.826,49.900,33.740,46.080,19.000,480.000,81.000,27.000,38.000,1674.408,79.689
0.5,0.025,6.245,449.235,13.396,21.850,14.100,29.540,14.000,480.000,81.000,27.000,38.000,1683.492,80.258
0.5,0.025,0.000,369.450,15.290,0.000,0.000,0.180,5.000,480.000,81.000,27.000,38.000,1688.555,80.398
0.5,0.020,0.000,215.945,17.927,0.000,0.000,0.000,4.000,480.000,82.000,27.000,39.000,1686.178,80.278
0.5,0.025,0.000,106.400,18.995,0.000,0.000,0.000,4.000,480.000,82.000,27.000,39.000,1685.457,80.224
0.5,0.015,0.000,63.830,19.512,0.000,0.000,0.120,4.000,480.000,82.000,27.000,39.000,1683.875,80.149
0.5,0.025,1.115,44.120,19.792,6.900,5.120,18.380,4.000,480.000,82.000,27.000,39.000,1688.635,80.313
0.5,0.020,5.970,32.745,19.875,25.550,17.720,33.740,7.000,480.000,82.000,27.000,40.000,1699.790,80.808
0.5,0.025,6.200,51.530,18.846,26.000,18.000,33.760,9.000,480.000,82.000,27.000,40.000,1708.412,81.313
0.5,0.025,6.415,120.910,17.997,29.100,20.260,35.520,10.000,480.000,82.000,27.000,40.000,1721.247,81.878
0.5,0.025,11.700,156.090,17.464,51.150,35.560,48.560,16.000,480.000,82.000,27.000,40.000,1739.790,82.783
0.5,0.020,12.320,217.025,15.914,52.000,36.000,48.760,21.000,480.000,82.000,27.000,40.000,1759.013,83.703
0.5,0.025,12.190,297.820,15.088,49.150,34.040,45.240,22.000,480.000,82.000,27.000,40.000,1778.025,84.623
0.5,0.025,7.305,320.280,14.888,21.950,14.380,25.820,16.000,480.000,82.000,27.000,40.000,1782.075,85.003
0.5,0.020,1.530,313.900,15.798,9.100,6.880,20.700,8.000,480.000,82.000,27.000,40.000,1791.592,85.108
0.5,0.025,8.995,188.615,17.934,37.600,26.980,40.960,12.000,480.000,82.000,27.000,40.000,1798.297,85.543
0.5,0.025,12.640,155.275,16.745,52.200,36.660,52.920,21.000,480.000,82.000,27.000,40.000,1817.695,86.503
0.5,0.020,12.785,257.250,15.170,53.750,37.700,55.680,24.000,480.000,82.000,27.000,40.000,1834.853,87.324
0.5,0.025,12.930,319.870,14.624,55.100,38.860,53.740,26.000,480.000,82.000,27.000,40.000,1850.550,88.069
0.5,0.025,12.445,355.185,14.182,52.850,37.180,47.500,27.000,480.000,82.000,27.000,40.000,1860.325,88.553
0.5,0.020,11.295,382.720,14.016,46.900,33.080,44.560,25.000,480.000,82.000,27.000,40.000,1863.205,88.713
0.5,0.035,10.620,386.920,14.129,43.800,31.060,43.200,22.000,480.000,82.000,27.000,40.000,1863.403,88.698
0.5,0.020,10.515,379.765,14.341,42.350,30.100,42.640,22.000,480.000,82.000,27.000,40.000,1861.112,88.589
0.5,0.025,9.110,371.460,14.428,34.800,24.520,38.940,19.000,480.000,82.000,27.000,40.000,1852.918,88.224
0.5,0.025,7.960,358.980,14.823,30.100,21.320,36.780,16.000,480.000,82.000,27.000,40.000,1842.942,87.744
0.5,0.020,9.560,314.625,15.461,42.450,30.380,43.780,16.000,480.000,82.000,27.000,40.000,1834.510,87.313
0.5,0.025,12.805,276.155,15.485,53.100,37.240,59.860,23.000,480.000,82.000,27.000,40.000,1828.168,87.034
0.5,0.025,12.810,302.145,14.720,53.000,36.980,66.780,24.000,480.000,82.000,27.000,40.000,1823.015,86.783
0.5,0.020,12.820,328.865,14.526,52.700,36.980,65.380,25.000,480.000,82.000,27.000,40.000,1820.525,86.659
0.5,0.035,12.625,336.170,14.437,52.300,36.868,64.040,26.000,480.000,82.000,27.000,40.000,1818.193,86.559
0.5,0.020,12.860,340.845,14.382,52.100,36.580,55.220,24.000,480.000,82.000,27.000,40.000,1816.183,86.464
0.5,0.025,11.815,343.395,14.343,46.100,31.980,43.700,24.000,480.000,82.000,27.000,40.000,1813.713,86.348
0.5,0.025,9.595,344.750,14.388,35.350,24.840,38.980,20.000,480.000,82.000,27.000,40.000,1808.955,86.108
0.5,0.020,5.155,330.035,14.811,14.800,10.240,18.620,15.000,480.000,82.000,27.000,40.000,1796.122,85.613
0.5,0.025,10.765,279.700,16.330,50.950,36.100,52.260,19.000,480.000,82.000,27.000,40.000,1804.508,85.773
0.5,0.025,12.670,214.675,15.541,50.900,35.580,49.720,24.000,480.000,82.000,27.000,40.000,1803.547,85.859
0.5,0.025,8.335,277.950,14.808,27.250,18.840,34.620,19.000,480.000,82.000,27.000,40.000,1800.928,85.863
0.5,0.020,2.270,292.225,15.496,8.000,5.560,26.260,9.000,480.000,82.000,27.000,40.000,1800.808,85.748
0.5,0.025,1.575,207.580,17.481,6.900,4.820,25.600,6.000,480.000,82.000,27.000,40.000,1797.853,85.574
0.5,0.025,1.550,123.565,18.399,6.400,4.340,25.380,6.000,480.000,82.000,27.000,40.000,1794.207,85.403
0.5,0.020,1.640,88.270,18.817,6.950,4.700,25.720,5.000,480.000,82.000,27.000,40.000,1794.190,85.419
0.5,0.025,1.935,71.130,19.029,7.800,5.060,25.960,4.000,480.000,82.000,27.000,40.000,1795.758,85.478
0.5,0.025,1.550,63.410,19.126,6.100,4.360,25.220,5.000,480.000,82.000,27.000,41.000,1795.938,85.503
0.5,0.020,0.955,59.095,19.223,3.500,2.380,24.180,6.000,480.000,82.000,27.000,41.000,1796.128,85.494
0.5,0.025,0.310,54.430,19.331,0.750,0.500,7.560,5.000,480.000,82.000,27.000,41.000,1794.353,85.403
0.5,0.025,0.000,49.270,19.537,0.000,0.000,18.100,4.000,480.000,82.000,27.000,41.000,1791.885,85.298
0.5,0.020,0.000,38.430,19.895,0.000,0.000,21.220,4.000,480.000,82.000,27.000,41.000,1789.880,85.178
0.5,0.025,0.015,25.320,20.101,0.000,0.000,22.320,4.000,480.000,82.000,27.000,41.000,1786.860,85.054
0.5,0.025,1.735,18.675,20.213,10.200,7.460,27.780,5.000,480.000,82.000,27.000,41.000,1791.995,85.144
0.5,0.020,7.395,15.960,19.928,26.800,18.700,34.820,11.000,480.000,82.000,27.000,41.000,1793.192,85.394
0.5,0.025,4.815,64.045,18.339,18.000,12.620,31.020,10.000,480.000,82.000,27.000,41.000,1799.110,85.623
0.5,0.025,6.095,122.865,18.101,23.900,17.200,34.020,11.000,480.000,82.000,27.000,41.000,1810.647,86.103
0.5,0.030,7.225,128.385,17.952,27.050,18.900,35.220,10.000,480.000,82.000,27.000,41.000,1812.295,86.264
0.5,0.025,6.325,145.065,17.532,24.250,16.840,33.900,10.000,480.000,82.000,27.000,41.000,1814.678,86.363
0.5,0.020,7.860,162.355,17.398,30.500,21.520,36.900,13.000,480.000,82.000,27.000,41.000,1815.245,86.423
0.5,0.025,8.710,171.060,17.038,33.550,23.880,38.540,15.000,480.000,82.000,27.000,41.000,1815.775,86.424
0.5,0.025,10.045,208.455,16.426,37.900,26.900,40.420,18.000,480.000,82.000,27.000,41.000,1813.895,86.378
0.5,0.025,11.375,249.465,15.892,44.750,31.480,43.560,18.000,480.000,82.000,27.000,41.000,1811.457,86.223
0.5,0.020,12.380,272.525,15.502,50.700,35.260,47.100,21.000,480.000,82.000,27.000,41.000,1805.308,85.943
0.5,0.025,12.700,300.355,15.046,51.100,35.960,55.860,22.000,480.000,82.000,27.000,41.000,1797.942,85.604
0.5,0.025,12.490,319.925,14.767,51.000,35.980,71.080,22.000,480.000,82.000,27.000,41.000,1788.710,85.188
0.5,0.020,9.120,333.015,14.645,33.000,22.620,54.200,20.000,480.000,82.000,27.000,40.500,1771.972,84.533
0.5,0.025,11.360,334.710,15.111,51.950,36.160,93.400,20.000,480.000,82.000,27.000,40.000,1769.213,84.078
0.5,0.025,12.410,297.030,15.140,51.450,35.700,89.120,22.000,480.000,82.000,27.000,40.000,1755.578,83.578
0.5,0.020,12.325,319.930,14.736,52.200,36.000,99.600,24.000,480.000,82.000,27.000,40.000,1744.055,83.048
0.5,0.025,12.335,342.535,14.574,52.250,36.020,nan,22.000,480.000,82.000,27.000,40.000,1735.747,82.638
0.5,0.025,12.155,356.140,14.483,52.900,36.620,nan,22.000,480.000,82.000,27.000,40.000,1726.560,82.193
0.5,0.020,12.370,362.645,14.415,53.000,37.000,nan,22.000,480.000,82.000,27.000,40.000,1711.017,81.473
0.5,0.025,11.985,370.230,14.351,53.000,37.000,nan,22.000,480.000,82.000,27.000,40.000,1694.440,80.673
0.5,0.025,11.990,375.155,14.296,53.350,36.820,nan,22.000,480.000,82.000,27.000,40.000,1677.433,79.888
0.5,0.015,11.775,384.885,14.156,54.000,37.000,nan,22.000,480.000,82.000,27.000,40.000,1662.588,79.169
0.5,0.025,11.780,399.215,13.937,54.600,37.000,nan,23.000,480.000,82.000,27.000,40.000,1648.895,78.508
0.5,0.020,11.185,414.030,13.647,44.400,29.640,21.400,25.000,480.000,82.000,27.000,40.000,1627.928,77.784
0.5,0.025,9.765,433.745,13.571,52.400,36.200,94.640,23.000,480.000,82.000,27.000,40.000,1630.207,77.339
0.5,0.015,11.480,406.980,13.550,56.500,38.240,nan,26.000,480.000,82.000,27.000,40.000,1601.388,76.268
0.5,0.025,12.170,435.020,12.687,59.950,40.460,nan,31.000,480.000,82.000,27.000,40.000,1582.795,75.323
0.5,0.020,13.995,491.050,11.357,70.650,47.640,nan,42.000,480.000,82.000,27.000,40.000,1563.550,74.469
0.5,0.020,16.125,571.490,9.626,81.150,54.660,nan,50.000,480.000,82.000,27.000,40.000,1543.098,73.463
0.5,0.020,17.115,649.410,8.734,86.800,58.580,nan,56.000,480.000,82.000,27.000,40.000,1528.595,72.774
0.5,0.025,17.360,692.655,8.181,89.150,60.200,nan,58.000,480.000,82.000,27.000,40.000,1516.965,72.229
0.5,0.015,17.895,715.910,7.859,89.600,60.460,nan,60.000,480.000,83.000,27.000,40.000,1506.922,71.723
0.5,0.025,17.695,727.665,7.550,90.200,60.840,nan,61.000,480.000,83.000,27.000,40.000,1504.630,71.609
0.5,0.015,17.720,737.210,7.382,90.450,60.980,nan,62.000,480.000,83.000,27.000,40.000,1505.492,71.653
0.5,0.025,17.740,739.685,7.296,90.550,61.000,nan,61.000,480.000,83.000,27.000,40.000,1506.910,71.709
0.5,0.015,17.730,733.410,7.244,91.000,61.020,nan,60.000,480.000,83.000,27.000,40.000,1510.793,71.894
0.5,0.020,18.050,707.015,7.222,90.850,61.000,nan,61.000,480.000,83.000,27.000,40.000,1515.105,72.099
0.5,0.020,17.710,661.180,7.220,90.750,61.000,nan,60.000,480.000,83.000,27.000,40.000,1521.892,72.409
0.5,0.020,18.110,626.935,7.221,91.050,61.140,nan,62.000,480.000,84.000,27.000,40.000,1532.062,72.893
0.5,0.025,18.690,592.165,7.221,92.250,62.280,nan,64.000,480.000,84.000,27.000,40.000,1546.165,73.528
0.5,0.015,19.595,562.470,7.217,97.750,65.740,nan,68.000,480.000,84.000,27.000,40.000,1565.303,74.428
0.5,0.025,20.100,542.520,7.139,100.000,67.140,nan,72.000,480.000,84.000,27.000,40.000,1588.138,75.523
0.5,0.020,20.790,535.400,7.081,100.000,67.000,nan,75.000,480.000,84.000,27.000,40.000,1614.408,76.763
